course_code,lang,section,semester,prof_name,course_name,credits,exam_form,workload,type,keywords,available_programs,course_url
AR-200,french,AR,winter,Dubey Jacques,Public law for architects,2,Written,2hrs/week,mandatory,"['développement durable', 'sources de droit', 'procédure de planification', 'autorisation de construire', 'droit de recours']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4515734913&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(aa),french,AR,winter,Blanc Alexandre,Studio BA3 (Blanc A.),20,During the semester,6hrs/week,mandatory,[],['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524600346&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(an),,AR,winter,"Rodet Dries, Truwant Charlotte Cornélie",Studio BA3 (Truwant et Rodet),20,During the semester,6hrs/week,mandatory,"['living', 'housing', 'renovation', 'transformation', 'reuse', 'model', 'fragment', 'preservation', 'hybridity', 'construction', 'renens', 'zürich', 'milieu']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3951501519&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(bc),english,AR,winter,"Peris Eugenio Marta, Toral Fernandez Jose Manuel",Studio BA3 (Peris et Toral),20,During the semester,6hrs/week,mandatory,"['housing', 'servant and served spaces cohabitation', 'atmosphere', 'urban scale', 'human scale', 'inhabit', 'intermediate spaces', 'de-hierarchization', 'inclusion', 'shared spaces', 'inhabited façades', 'poché', 'matrix rooms', 'central cores', 'inhabited boxes']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524856071&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(g),french,AR,winter,Rey Emmanuel,Studio BA3 (Rey),20,During the semester,6hrs/week,mandatory,"['projet architectural', 'transition', 'décarbonation', 'durabilité', 'densification urbaine', 'régénération urbaine', 'quartier en transition']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=414851646&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(m),english,AR,winter,Taillieu Jo François,Studio BA3 (Taillieu),20,During the semester,6hrs/week,mandatory,[],['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2218085374&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(q),english,AR,winter,"Perkins Amy Faith, Binning James Donald Morley",Studio BA3 (Assemble),20,During the semester,6hrs/week,mandatory,[],['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3193637351&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-201(r),,AR,winter,"Gay Menzel Catherine Odile, Menzel Götz",Studio BA3 (Gay et Menzel),20,During the semester,6hrs/week,mandatory,"['légendes urbaines', 'imaginaire contextuel', 'narration', 'transposition', 'relevé sensible', 'double exposition', 'encorbellements', 'logement', 'londres', 'lausanne', 'évocation', 'construction de sens', 'reconnexion', 'collectivité', 'transformation', 'nouvelle construction', 'langage architectural', 'écologie', 'durabilité', 'film', 'maquette', 'mots']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3223895693&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(aa),french,AR,summer,Blanc Alexandre,Studio BA3 (Blanc A.),20,During the semester,6hrs/week,mandatory,[],['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524817526&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(an),,AR,summer,"Rodet Dries, Truwant Charlotte Cornélie",Studio BA4 (Truwant et Rodet),20,During the semester,6hrs/week,mandatory,"['education', 'school', 'time as material', 'landscape', 'ecology', 'transformation', 'reuse', 'model', 'fragment', 'movies', 'preservation', 'hybridity', 'construction', 'barcelona', 'iconology', 'fiction']",['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3951585739&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(bc),english,AR,summer,"Peris Eugenio Marta, Toral Fernandez Jose Manuel",Studio BA3 (Peris et Toral),20,During the semester,6hrs/week,mandatory,"['housing', 'servant and served spaces cohabitation', 'atmosphere', 'urban scale', 'human scale', 'inhabit', 'intermediate spaces', 'de-hierarchization', 'inclusion', 'shared spaces', 'inhabited façades', 'poché', 'matrix rooms', 'central cores', 'inhabited boxes']",['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524860907&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(g),french,AR,summer,Rey Emmanuel,Studio BA4 (Rey),20,During the semester,6hrs/week,mandatory,[],['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=414851930&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(m),english,AR,summer,Taillieu Jo François,Studio BA4 (Taillieu),20,During the semester,6hrs/week,mandatory,[],['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2218085928&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(q),english,AR,summer,"Binning James Donald Morley, Perkins Amy Faith",Studio BA4 (Assemble),20,During the semester,6hrs/week,mandatory,['low energy construction natural materials ecological approaches community housing hands-on making and experimentation collective work'],['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3193637421&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-202(r),,AR,summer,"Menzel Götz, Gay Menzel Catherine Odile",Studio BA4 (Gay et Menzel),20,During the semester,6hrs/week,mandatory,['voir ba3'],['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3223896396&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-211,french,AR,winter,"Duque Mahecha Sebastian, Ferrer Perez-Blanco Ignacio, Zufferey Marie-Pierre",Stereotomy,2,During the semester,4hrs/week,mandatory,"['géométrie', 'stéréotomie', 'art du trait', 'traités', 'modes de représentation', 'croquis', 'modélisation paramétrique', 'robotique', 'processus de fabrication et visualisation', 'communication']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1769400055&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-212,french,AR,summer,"Braghieri Nicola, Fanciotti Filippo",Theory and techniques of architectural figuration,4,Oral,7hrs/week,mandatory,"[""transition numérique continuité analogue histoire de l'art opérationnelle vrai"", 'faux', 'vraisemblable... digital transition analogical continuity operational art history true', 'false', 'verisimilar']",['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2913972287&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-219,french,AR,winter,"Hautecoeur Elise Geneviève, Zufferey Jérôme",Advanced CAO and Integrated Modeling DIM,2,During the semester,3hrs/week,mandatory,"['conception assistée par ordinateur', 'modélisation', 'dessin géométrique', 'dessin paramétrique', 'impression cao', 'pao', '2d', '3d', 'bim', 'dim', 'autocad', 'rhino', 'photoshop', 'illustrator', 'indesign', 'archicad', 'revit']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2913965099&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-225,english,AR,winter,Aureli Pier Vittorio,History of architecture III/IV,4,Oral,4hrs/week,mandatory,"['architecture', 'form', 'project', 'drawing', 'politics', 'representation', 'classicism', 'baroque']","['Architecture BA3', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3548963778&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=fr
AR-226,english,AR,summer,Thiermann Alfredo,History of Architecture V/VI,4,Oral,4hrs/week,mandatory,[],"['Architecture BA4', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3192556445&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=fr
AR-241,french,AR,winter,"Boulic Léa Caroline Célestine, Schueler Andreas, Zurbrügg Peter",Building technology III,5,Written,5hrs/week,mandatory,"['pertes thermiques', 'résistance et conductance thermiques. couche limite', 'conductivité thermique', 'isolation translucide. ponts thermiques', 'thermographie', 'pertes vers le sol. transmittances lumineuse et énergétique', ""perméabilité à l'air. transferts thermiques conductif"", 'convectif et radiatif', 'couches sélectives. cadres et embrasures de fenêtre', 'effet de bord', ""infiltration d'air. stores à rouleau"", 'confort thermique', 'température de vitrage', ""cascade d'air froid. vitrages réfléchissants"", 'systèmes complexes de vitrage', 'protections solaires mobiles. perception visuelle', 'contraste lumineux', ""indice d'éblouissement. facteur de lumière du jour"", 'autonomie en éclairage naturel', 'systèmes anidoliques. lampes à décharge', 'lampes led', 'efficacité lumineuse', 'température de couleur', 'solide photométrique. equilibre statique', 'systême porteur', 'câble', 'arc', 'structure funiculaire à poussée compensée', 'poutre', 'treillis', 'cadre', 'grille de poutres', 'dalle', 'colonne', 'réseau de barres en équilibre', 'traction', 'compression', 'diagramme des forces', 'statique graphique', 'équilibre global', 'équilibre local', 'charge', 'action extérieure', 'résultante', 'effort intérieur', 'appui', ""réaction d'appui"", 'organe de liaison', 'déformée', 'flèche', 'sécurité structurale', 'aptitude au service', 'flambement', 'contreventement', 'prédimensionnement', 'propriétés mécaniques', ""limite d'élasticité"", ""module d'élasticité"", 'résistance', 'facteurs de sécurité']",['Architecture BA3'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2385094935&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-242,french,AR,summer,"Schueler Andreas, Zurbrügg Peter, Boulic Léa Caroline Célestine",Building technology IV,5,Oral,5hrs/week,mandatory,"['physique du bâtiment', 'structures', 'matériaux', 'construction', 'installations techniques. mur capteur-stockeur (mur trombe): bilan thermique net', 'bilan énergétique global', 'systèmes solaires passifs', 'isolation translucide. vitrage triple isolant: apports solaires', 'pertes thermiques', 'vitrages sélectifs. atrium: facteur de lumière du jour', 'éclairement et contraste lumineux. equilibre statique', 'système porteur', 'statique graphique', 'réseau de barres en équilibre', 'traction', 'compression', 'reprise des efforts verticaux', 'reprise des efforts horizontaux', 'charges', ""réactions d'\x80\x99appui"", 'assemblage', 'détail constructif']",['Architecture BA4'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2385094975&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-264,french,AR,summer,"Riondel Julie, Cogato Lanza Elena",Urban and territorial analysis,4,During the semester,3hrs/week,mandatory,"['ville', 'territoire', 'description']","['Architecture BA4', 'Urban systems MA2']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2210069874&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-301(a),english,AR,winter,Viganò Paola,Studio BA5 (Viganò),12,During the semester,6hrs/week,mandatory,"['highways', 'urban environments', 'requalification', 'counter-projects', 'movement']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1769419681&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ad),french,AR,winter,Delhay Sophie Laurence Geneviève,Studio BA5 (Delhay),12,During the semester,6hrs/week,mandatory,"['architecture', 'habitat', 'logement', 'communs', 'saisonnalité', 'climat', 'energie', 'cuisine', 'domesticité', 'quotidien', 'corps', 'prototype', 'protocole', 'maisonnée', 'ressources', 'mutualisation', 'typologie']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3219890954&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ag),,AR,winter,"Fröhlich Martin, Pratas Borges Tiago André",Studio BA6 (Fröhlich M. & A.),12,During the semester,6hrs/week,mandatory,"['type', 'typology greenhouse atmosphere bioclimatic architecture', 'biophilic design climatic types', 'thermodynamics transformation', 'reuse energy resources collective housing', 'intermediate spaces', 'inclusion']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524310807&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-301(ah),english,AR,winter,Malterre-Barthes Charlotte,Studio BA5 (Malterre-Barthes),12,During the semester,6hrs/week,mandatory,"['territory', 'urbanism', 'architecture', 'labor', 'political economy', 'public service', 'étang de berre']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3527665823&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ar),french,AR,winter,Devaux Claudia,Studio BA5 (Devaux),12,During the semester,6hrs/week,mandatory,"['patrimoine', 'déjà-là', 'existant', 'ressources', 'réhabilitation', 'restauration', 'transformation', 'création', 'relevé', 'diagnostic', 'hennebique', 'gare', 'halle', 'béton', 'performance énergétique', 'bioclimatisme']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3952167456&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-301(aw),english,AR,winter,"Reimer Tanja, Donet Garcia Pablo José",Studio BA5 (DOSCRE),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'typologies', 'ensemble', 'composite']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4523311142&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ax),french,AR,winter,Naji Goeury Salima Magali,Studio BA5 (Naji),12,During the semester,6hrs/week,mandatory,"['terre crue', 'observatoire', 'écosystème', 'montagne', 'oasis', 'écologies férales', 'ksar', 'ressource', 'matière et matériaux', 'sédimentation', 'réhabilitation', 'paléo-innovation', ""décoloniser l'architecture"", 'cycles', 'circularité', 'métabolisme urbain', 'métabolisme architectural', 'écosystème(s)', 'anthropologie']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4523424254&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ay),english,AR,winter,"Keller Jürg Bernhard, Scheidegger Christian Eric",Studio BA5 (Scheidegger et Keller),12,During the semester,4hrs/week,mandatory,[],"['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4523642305&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(az),english,AR,winter,"Schürch Tiziano, Rolli Rina Dorothea",Studio BA5 (Rolli et Schürch),12,During the semester,6hrs/week,mandatory,"['observation', 'care', 'context', 'dialogue', 'collaboration', 'minimal intervention', 'architectural potential', 'territorial acupuncture', 'architectural encounters', 'resilience', 'collective memory', 'public space', 'domesticity of public realm', 'social interaction', 'sustainability', 'local engagement', 'peripheral territories', 'aurigeno']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4523679370&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(ba),english,AR,winter,"Summa Florian Gregor, Femmer Anne",Studio BA5 (summacumfemmer),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4523769871&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(h),,AR,winter,Weinand Yves,Studio BA5 (Weinand),12,During the semester,6hrs/week,mandatory,"['matériaux de construction durables', 'assemblage et démontage', 'architecture vernaculaire', 'numérisation', 'fabrication', 'ressources locales', ""réduction de l'empreinte carbone. sustainable construction materials"", 'assembly and disassembly', 'vernacular', 'digitization', 'local resources', 'reduction of carbon footpoints']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914039247&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(j),,AR,winter,"Vannucci Riccardo, Tombesi Paolo",Studio BA5 (FAR),12,During the semester,6hrs/week,mandatory,"['coopération internationale', 'processus de conception et produit', 'intégration disciplinaire', 'contraintes de ressources', 'réactivité au (changement de) climat', 'autonomisation sociale', 'respect culturel. international cooperation', 'design process and product', 'disciplinary integration', 'resource constraints', 'climate (change) responsiveness', 'social empowerment', 'cultural respect']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2919970765&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(k),english,AR,winter,Huang Jeffrey,Studio BA5 (Huang),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2915025823&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(n),french,AR,winter,Lapierre Eric,Studio BA5 (Lapierre),12,During the semester,6hrs/week,mandatory,"['architecture', ""théorie de l'architecture"", 'projet', 'monuments', 'forme architecturale', 'stockage', 'accumulation']","['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914039019&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-301(p),french,AR,winter,Braghieri Nicola,Studio BA5 (Braghieri),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA5', 'Architecture BA5', 'AR Exchange Autumn semester', 'Passerelle HES - AR Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914033366&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936286&ww_c_langue=en
AR-302(a),english,AR,summer,Viganò Paola,Studio BA6 (Viganò),12,During the semester,6hrs/week,mandatory,"['highways', 'urban environments', 'requalification', 'counter-projects', 'movement']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1799962539&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ad),french,AR,summer,Delhay Sophie Laurence Geneviève,Studio BA6 (Delhay),12,During the semester,6hrs/week,mandatory,"['architecture', 'habitat', 'logement', 'communs', 'transformation', 'alimentation', 'production', 'corps', 'territoire', 'grille']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3219662877&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ag),,AR,summer,"Fröhlich Martin, Pratas Borges Tiago André",Studio BA6 (Fröhlich M. & A.),12,During the semester,6hrs/week,mandatory,"['type', 'typology greenhouse atmosphere bioclimatic architecture', 'biophilic design climatic types', 'thermodynamics transformation', 'reuse energy resources collective housing', 'intermediate spaces', 'inclusion']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1769419718&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ah),english,AR,summer,Malterre-Barthes Charlotte,Studio BA6 (Malterre-Barthes),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'practice', 'labor', 'political economy']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3219782913&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ar),french,AR,summer,Devaux Claudia,Studio BA6 (Devaux),12,During the semester,6hrs/week,mandatory,"['patrimoine', 'déjà-là', 'existant', 'ressources', 'réhabilitation', 'restauration', 'transformation', 'création', 'surélévation', 'relevé', 'diagnostic', 'epfl', 'campus', 'bioclimatisme']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3952224164&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(av),english,AR,summer,"Samovich Valeriia, Belkhodja Ahmed Mahdi, Afonso Ferreira Soares Ana Luisa, Touças Magalhães Filipe André",Studio BA6 (fala),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4001153500&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(aw),english,AR,summer,"Reimer Tanja, Donet Garcia Pablo José",Studio BA6 (DOSCRE),12,During the semester,6hrs/week,mandatory,"['architecture', 'urbanism', 'typologies', 'ensemble', 'composite']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524619870&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ax),french,AR,summer,Naji Goeury Salima Magali,Studio BA6 (Naji),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4524891270&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(ay),english,AR,summer,"Scheidegger Christian Eric, Keller Jürg Bernhard",Studio BA6 (Scheidegger et Keller),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4525580202&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(az),english,AR,summer,"Rolli Rina Dorothea, Schürch Tiziano",Studio BA6 (Rolli et Schürch),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4525621758&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(h),,AR,summer,Weinand Yves,Studio BA6 (Weinand),12,During the semester,6hrs/week,mandatory,"['bois', 'durabilité', 'vernaculaire', 'réutilisation', 'numérisation', 'fabrication', 'assemblage', 'local', 'ressources', 'numérique', 'paramétrique']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914039158&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=6683117&ww_c_langue=en
AR-302(j),,AR,summer,"Vannucci Riccardo, Tombesi Paolo",Studio BA6 (FAR),12,During the semester,6hrs/week,mandatory,"['aide humanitaire', 'processus de conception et produit', 'intégration disciplinaire', 'contraintes de ressources', 'respect culturel humanitarian aid', 'design process and product', 'disciplinary integration', 'resource constraints', 'cultural respect']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2919970813&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(k),english,AR,summer,Huang Jeffrey,Studio BA6 (Huang),12,During the semester,6hrs/week,mandatory,[],"['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2915025873&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
AR-302(n),french,AR,summer,Lapierre Eric,Studio BA6 (Lapierre),12,During the semester,6hrs/week,mandatory,"['architecture', ""théorie de l'architecture"", 'projet', 'références', 'hétérotopies', 'foucault', 'habitat', 'transformation', 'rénovation urbaine', 'grands ensembles']","['Architecture BA6', 'Architecture BA6', 'AR Exchange Spring semester', 'Passerelle HES - AR Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2914039114&ww_x_anneeacad=2840683608&ww_i_section=942293&ww_i_niveau=2936295&ww_c_langue=en
