course_code,lang,section,semester,prof_name,course_name,credits,exam_form,workload,type,keywords,available_programs,course_url
BIO-611,english,Doctoral Program in Molecular Life Sciences,,Constam Daniel,Practical - Constam Lab,1,Written,7hrs/semester,mandatory,"['cancer', 'polycystic kidney diseases (pkd)', 'tgfb signaling', 'primary cilia', 'proteases', 'imaging']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=30684276&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-614,english,Doctoral Program in Molecular Life Sciences,,"Eray Elise Rose, Antanasijevic Aleksandar",Practical - Antanasijevic Lab,1,Project report,16hrs/semester,optional,"['virus', 'antigen', 'antibody', 'electron microscopy', 'structural biology']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3720981034&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-616,english,Doctoral Program in Molecular Life Sciences,,"Karthaus Wouter Richard, Stoudmann Candice, Krapp Andrea",Practical - Karthaus Lab,1,Oral,6hrs/semester,optional,"['organoids', 'cancer research', 'crispr', 'cas9 editing', 'stem cell biology']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3720986956&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-617,english,Doctoral Program in Molecular Life Sciences,,Gönczy Pierre,Practical - Gönczy Lab,1,Project report,6hrs/semester,mandatory,"['cell division', 'c. elegans', 'human cells', 'developmental biology', 'genetics', 'functional genomics']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=23959771&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-618,english,Doctoral Program in Molecular Life Sciences,,Schuhmacher Milena Maria,Practical - Schuhmacher Lab,1,Oral,4hrs/semester,optional,"['chemical biology', 'signaling lipids', 'biological membranes', 'cell biology', 'fluorescence microscopy']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3720955520&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-621,english,Doctoral Program in Molecular Life Sciences,,"Goemans Camille Véronique Bernadette, Various lecturers , Villion Katia, Gillard Justine",Practical - Goemans Lab,1,Oral presentation,12hrs/semester,optional,"['antibiotics', 'bacteriophages', 'bacteria', 'antibiotic resistance']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4217045775&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-624,english,Doctoral Program in Molecular Life Sciences,,"Invited lecturers (see below), Thomä Nicolas",Practical - Thomä Lab,1,Oral presentation,6hrs/semester,optional,"['protein expression', 'protein purification', 'biophyscial assays']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4234808794&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-625,english,Doctoral Program in Molecular Life Sciences,,"Murray Heather Mary Elizabeth, Zenk Fides",Practical - Zenk Lab,1,Oral,28hrs/semester,optional,"['atac', 'cut&tag', 'chromatin biology', 'neurodevelopment', 'brain organoids']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4243929096&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-628,english,Doctoral Program in Molecular Life Sciences,,Gallini Sara,Practical - Gallini Lab,1,Oral presentation,21hrs/semester,optional,"['stem cell plasticity and behaviors', 'wound-repair', 'skin tissue tumorigenesis']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4631059200&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-630,english,Doctoral Program in Molecular Life Sciences,,"Radtke Freddy, Koch Ute",Practical - Radtke Lab,1,Oral,4hrs/semester,mandatory,"['flow cytometry', 'hematopoiesis', 'antibody', 'stem cells']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=30700941&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-631,english,Doctoral Program in Molecular Life Sciences,,Merten Christoph,Practical - Merten Lab,1,Oral presentation,22hrs/semester,optional,"['microfluidics', 'droplet generation', 'single-cell analysis', 'next-generation sequencing', '10x genomics']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4688759453&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-638,english,Doctoral Program in Molecular Life Sciences,,Lemaitre Bruno,Practical - Lemaitre Lab,1,Project report,6hrs/semester,mandatory,"['drosophila', 'innate immunity', 'infection', 'gut immunity']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=239754198&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-639,english,Doctoral Program in Molecular Life Sciences,,"Haj Abdullah Alieh Leila, Ho Sylvia, D'Angelo Giovanni, Crotta Asis Agostina",Practical - D'Angelo Lab,1,Oral presentation,6hrs/semester,optional,"['lipid biology', 'imaging mass spectrometry']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3093597464&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-640,english,Doctoral Program in Molecular Life Sciences,,van der Goot Grunberg Françoise Gisou,Practical - Van der Goot Lab,1,Project report,6hrs/semester,mandatory,[],['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=239757188&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-643,english,Doctoral Program in Molecular Life Sciences,,"Krebs Anna-Sophia, Schneider Jonathan, Abriata Luciano Andres, Pojer Florence, Duhoo Yoan Désiré, Lau Kelvin Ka Ching",Integrative structural biology for Life sciences ,2,Oral presentation,24hrs/semester,optional,"['macromolecular x-ray crystallography', 'modeling and molecular dynamic of proteins', 'single particle cryo-electron microscopy', 'bio-nmr', 'mass spectrometry applied to structural biology']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2963146701&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-659,english,Doctoral Program in Molecular Life Sciences,,Seitz Arne,Advanced Microscopy for Life Science,3,Oral presentation,20hrs/semester,optional,"['light-microscopy', 'live-cell imaging', 'high', 'super resolution light microscopy']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)', 'Neuroscience (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=965855418&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-666,english,Doctoral Program in Molecular Life Sciences,,Blokesch Melanie,Practical - Blokesch Lab,1,Oral presentation,6hrs/semester,mandatory,"['bacteria', 'phage', 'microscopy']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1597627987&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-667,english,Doctoral Program in Molecular Life Sciences,,Hülsken Jörg,Practical - Huelsken Lab (EDMS),1,Oral presentation,10hrs/semester,mandatory,[],['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1597628380&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-670(1),english,Doctoral Program in Molecular Life Sciences,,Various lecturers ,Lectures in Life Sciences 1,1,Term paper,28hrs/semester,optional,"['molecular and cellular biology', 'neuroscience', 'system biolog']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=446504343&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-670(2),english,Doctoral Program in Molecular Life Sciences,,Various lecturers ,Lectures in Life Sciences 2,1,Term paper,28hrs/semester,optional,"['molecular and cellular biology', 'neuroscience', 'system biolog']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2222229288&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-679,english,Doctoral Program in Molecular Life Sciences,,Suter David Michael,Practical - Suter Lab,1,Oral,6hrs/semester,mandatory,"['embryonic stem cells', 'stochastic gene expression', 'cell fate choice']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1807730209&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-680,english,Doctoral Program in Molecular Life Sciences,,De Palma Michele,Practical - De Palma Lab,1,Project report,6hrs/semester,mandatory,"['tumo microenvironment', 'flow cytometry', 'imaging']",['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1807731578&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-684,english,Doctoral Program in Molecular Life Sciences,,Various lecturers ,Hot Topics in Cancer Research,3,Oral,56hrs/semester,optional,[],['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1868471139&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-693(a),,Doctoral Program in Molecular Life Sciences,,"Guex Nicolas Jean Philippe, Burns Allison Marie, Iseli Christian, Marchand Linda, Jan Maxime",Bioinformatic Analysis of RNA-sequencing (Fall),3,Oral presentation,160hrs/semester,optional,"['genomics', 'bulk rna-seq', 'single cell rna-seq']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4448330890&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-693(b),english,Doctoral Program in Molecular Life Sciences,,"Burns Allison Marie, Guex Nicolas Jean Philippe, Iseli Christian, Jan Maxime, Marchand Linda",Bioinformatic Analysis of RNA-sequencing (Spring),3,Oral presentation,160hrs/semester,optional,"['genomics', 'bulk rna-seq', 'single cell rna-seq']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3479366676&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=fr
BIO-695,english,Doctoral Program in Molecular Life Sciences,,"Guiet Romain, Burri Olivier, Chiaruttini Nicolas René, Seitz Arne",Image Processing for Life Science,2,Written & Oral,42hrs/semester,optional,"['biology', 'image processing', 'microscopy', 'imagej', 'fiji', 'macros', 'data', 'segmentation', 'filtering visualisation open so']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2079984379&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-698,english,Doctoral Program in Molecular Life Sciences,,Clerc Roger G.,The making of an innovative medicine,2,Oral presentation,28hrs/semester,optional,"['translational biomedical research', 'drug discovery']","['Biotechnology and Bioengineering (edoc)', 'Computational and Quantitative Biology (edoc)', 'Molecular Life Sciences (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2420009986&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-699(m),english,Doctoral Program in Molecular Life Sciences,,Profs divers *,Training Rotation (EDMS),1,Project report,14hrs/semester,optional,['training rotations'],['Molecular Life Sciences (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=991203075&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
BIO-701,english,Doctoral Program in Molecular Life Sciences,,"Abriata Luciano Andres, Lau Kelvin Ka Ching, Hacker David, Pojer Florence, Duhoo Yoan Désiré",Recombinant protein expression in animal cells for appli-cations in medicine and structural biology,2,Oral presentation,28hrs/semester,optional,"['recombinant protein', 'mammalian cells', 'cell culture', 'gene expression', 'transfection. protein structure']","['Molecular Life Sciences (edoc)', 'Computational and Quantitative Biology (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2575009920&ww_x_anneeacad=2840683608&ww_i_section=18351702&ww_i_niveau=&ww_c_langue=en
MGT-418,english,Doctoral Program in Technology Management,,Kuhn Daniel,Convex optimization,5,Written,4hrs/week,optional,[],"['Management MA1', 'Management MA3', 'Mechanical Engineering MA1', 'Mechanical Engineering MA3', 'Electrical and Electronics Engineering MA1', 'Electrical and Electronics Engineering MA3', 'Financial engineering MA1', 'Financial engineering MA3', 'Robotics MA1', 'Robotics MA3', 'Energy Science and Technology MA1', 'Energy Science and Technology MA3', 'Statistics MA1', 'Statistics MA3', 'Management of technology (edoc)', 'Financial engineering minor Autumn semester', 'Management Technology and Entrepreneurship minor  Autumn semester', 'Minor in statistics Autumn semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2379089247&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=fr
MGT-484,english,Doctoral Program in Technology Management,,Cristi Espinosa Andrés Ignacio,Applied probability & stochastic processes,4,Written,4hrs/week,mandatory,"['markov chains', 'markov decision processes', 'dynamic programming', 'optimal control']","['Management MA2', 'Management MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Management of technology (edoc)', 'Management Technology and Entrepreneurship minor  Spring semester', 'Neuro-X minor Spring semester', 'Physics of living systems minor Spring semester', 'Systems Engineering minor Spring semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352617902&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=fr
MGT-581,english,Doctoral Program in Technology Management,,Aklin Michaël,Introduction to econometrics,4,Written,4hrs/week,mandatory,"['econometrics', 'statistics', 'data analysis', 'causality', 'data science', 'ordinary least squares', 'linear model']","['Management MA1', 'Management MA3', 'Financial engineering MA1', 'Financial engineering MA3', 'Management of technology (edoc)', 'Financial engineering minor Autumn semester', 'Management Technology and Entrepreneurship minor  Autumn semester']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1898266603&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=fr
MGT-602,english,Doctoral Program in Technology Management,,Seifert Ralf,Mathematical models in supply chain management,4,Written,28hrs/semester,optional,"['supply chains', 'mathematical modeling', 'optimization', 'firm and inter-firm context']","['Management of technology (edoc)', 'Advanced Manufacturing (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=36234429&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=en
MGT-621,english,Doctoral Program in Technology Management,,Weber Thomas Alois,Microeconomics,4,Written,56hrs/semester,mandatory,[],['Management of technology (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=399861548&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=en
MGT-623,english,Doctoral Program in Technology Management,,"Gruber Marc, Foray Dominique","Publishing in Management, Technology and Innovation",1,Multiple,28hrs/semester,optional,[],['Management of technology (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=399868361&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=en
MGT-635,english,Doctoral Program in Technology Management,,"Visentin Fabiana, Foray Dominique, Various lecturers ",Economics of Innovation and Technological Change,4,Multiple,56hrs/semester,optional,[],['Management of technology (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1807731271&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=en
MGT-644,english,Doctoral Program in Technology Management,,Crosina Eliana,Conducting Qualitative Research,1,Oral,11hrs/semester,optional,[],['Management of technology (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2628497376&ww_x_anneeacad=2840683608&ww_i_section=32211080&ww_i_niveau=&ww_c_langue=fr
EE-559,english,Doctoral Program in Materials Science and Engineering,,Cavallaro Andrea,Deep learning,4,During the semester,4hrs/week,optional,"['machine learning', 'neural networks', 'deep learning', 'python']","['Electrical and Electronics Engineering MA2', 'Electrical and Electronics Engineering MA4', 'Communication Systems - master program MA2', 'Communication Systems - master program MA4', 'Computational science and Engineering MA2', 'Computational science and Engineering MA4', 'Computer Science - Cybersecurity MA2', 'Computer Science - Cybersecurity MA4', 'Computer Science MA2', 'Computer Science MA4', 'Data Science MA2', 'Data Science MA4', 'Digital Humanities MA2', 'Digital Humanities MA4', 'Financial engineering MA2', 'Financial engineering MA4', 'Life Sciences Engineering MA2', 'Life Sciences Engineering MA4', 'Neuro-X MA2', 'Neuro-X MA4', 'Quantum Science and Engineering MA2', 'Quantum Science and Engineering MA4', 'Robotics MA2', 'Robotics MA4', 'Statistics MA2', 'Statistics MA4', 'Civil and Environmental Engineering (edoc)', 'Computational science and engineering minor Spring semester', 'Data science minor Spring semester', 'Electrical Engineering (edoc)', 'Electrical and electronic engineering minor Spring semester', 'Joint EPFL - ETH Zurich Doctoral Program in the Learning Sciences', 'Materials Science and Engineering (edoc)', 'Minor in Quantum Science and Engineering Spring semester', 'Minor in statistics Spring semester', 'Neuro-X minor Spring semester', 'Robotics Control and Intelligent Systems (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2217766498&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MATH-500,english,Doctoral Program in Materials Science and Engineering,,Herbst Michael,Error control in scientific modelling,5,Oral,4hrs/week,optional,[],"['Mathematics - master program MA1', 'Mathematics - master program MA3', 'Applied Mathematics MA1', 'Applied Mathematics MA3', 'Materials Science and Engineering MA1', 'Materials Science and Engineering MA3', 'Computational science and Engineering MA1', 'Computational science and Engineering MA3', 'Computational science and engineering minor Autumn semester', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3516009455&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-435,english,Doctoral Program in Materials Science and Engineering,,"Liebi Marianne, Van Petegem Steven",Material science at large scale facilities,3,Oral,3hrs/week,optional,"['x-rays', 'neutrons', 'imaging', 'spectroscopy', 'scattering', 'diffraction']","['Materials Science and Engineering MA1', 'Materials Science and Engineering MA3', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3123253833&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-470(a),english,Doctoral Program in Materials Science and Engineering,,"Jotzu Gregor, Amstad Esther, Sorin Fabien",IMX Colloquium (autumn),2,Written,2hrs/week,optional,[],"['Materials Science and Engineering MA1', 'Materials Science and Engineering MA3', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4516152723&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-470(b),english,Doctoral Program in Materials Science and Engineering,,"Jotzu Gregor, Vacat .",IMX Colloquium (spring),2,Written,2hrs/week,optional,[],"['Materials Science and Engineering MA2', 'Materials Science and Engineering MA4', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4516154565&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-494,english,Doctoral Program in Materials Science and Engineering,,Jotzu Gregor,Quantum materials: fundamentals and applications,4,Oral,4hrs/week,optional,"['tight-binding models', 'dirac hamiltonian', 'berry phases', 'berry curvatures', 'band topology', 'quantum hall effect', 'graphene', '2d materials', 'coherent electron dynamics', 'superconductivity', 'meissner effect', 'josephson junction', 'squid', 'quantum sensing', 'quantum computing']","['Materials Science and Engineering MA2', 'Materials Science and Engineering MA4', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3914999088&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-495,english,Doctoral Program in Materials Science and Engineering,,"Testino Andrea, Stuer Michael",Advanced ceramic technologies,3,Oral,3hrs/week,optional,[],"['Materials Science and Engineering MA2', 'Materials Science and Engineering MA4', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3893940285&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-496,english,Doctoral Program in Materials Science and Engineering,,"Senocrate Alessandro, Battaglia Corsin",Charge transport in energy conversion and storage,4,Written,4hrs/week,optional,"['energy', 'energy transition', 'sustainable energy', 'renewable energy', 'energy conversion', 'energy storage', 'solar cells', 'batteries', 'electrolyser', 'materials science', 'semiconductor physics', 'electrochemistry']","['Materials Science and Engineering MA1', 'Materials Science and Engineering MA3', 'Materials Science and Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=3964088067&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=fr
MSE-600,english,Doctoral Program in Materials Science and Engineering,,"Pouchon Manuel Alexandre, Bertsch Johannes, Dai Yong, Schäublin Robin, Spätig Philippe, Seifert Hans-Peter, Kuri Goutam",Effects of radiation on materials,2,Oral,28hrs/semester,optional,"['radiation', 'mechanical properties', 'fission reactors', 'fusion reactors', 'nuclear reactors', 'irradiated materials']",['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771033&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-619,english,Doctoral Program in Materials Science and Engineering,,Utke Ivo,Nanofabrication with focused electron and ion beams,2,Oral presentation,20hrs/semester,optional,"['fib', 'feb', 'nanofabrication', 'integrated setups for in-situ measurements  (chemical', 'mechanical', 'structural', 'electronical) of nanostructures and  their in-situ synthesis (gas injection)']","['Materials Science and Engineering (edoc)', 'Advanced Manufacturing (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=468269734&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-627,english,Doctoral Program in Materials Science and Engineering,,"Dommann Alex, Maeder Xavier",X-Ray Analysis for thin films,2,Written,34hrs/semester,optional,[],['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1580937032&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-628,english,Doctoral Program in Materials Science and Engineering,,"Neels Antonia, Dommann Alex, Terebenec Damien","CCMX Advanced Course - Advanced X-ray Diffraction Methods for Coatings: strain, defects and deformation analysis of thin films",1,Written,15hrs/semester,optional,[],['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1600849179&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-636(a),english,Doctoral Program in Materials Science and Engineering,,"Oveisi Emad, Cantoni Marco, Navratilova Lucie",Scanning electron microscopy techniques (a),1,Written,12hrs/semester,optional,"['sem', 'fib', 'esem']","['Materials Science and Engineering (edoc)', 'Advanced Manufacturing (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1764983010&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-636(b),english,Doctoral Program in Materials Science and Engineering,,"Cantoni Marco, Navratilova Lucie, Oveisi Emad",Scanning electron microscopy techniques (b),1,Written,13hrs/semester,optional,"['sem', 'fib', 'esem']","['Materials Science and Engineering (edoc)', 'Advanced Manufacturing (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1782363141&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-637(a),english,Doctoral Program in Materials Science and Engineering,,"Boureau Victor Carle Adrien, Oveisi Emad, Cantoni Marco",Transmission electron microscopy and diffraction (a),1,Written,13hrs/semester,optional,"['tem', 'electron diffraction', 'high-resolution tem']",['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1764984073&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-637(b),english,Doctoral Program in Materials Science and Engineering,,"Oveisi Emad, Cantoni Marco, Boureau Victor Carle Adrien",Transmission electron microscopy and diffraction (b),1,Written,13hrs/semester,optional,"['tem', 'electron diffraction', 'high-resolution tem']",['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1782372882&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-639,english,Doctoral Program in Materials Science and Engineering,,Ceriotti Michele,Statistical methods in atomistic computer simulations,2,Project report,14hrs/semester,optional,"['introductory knowledge of statistical mechanics and probability', 'basic programming skills preferably in fortran. some familiarity with working in a linux environment is preferable']","['Materials Science and Engineering (edoc)', 'Chemistry and Chemical Engineering (edoc)']",http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1773775820&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
MSE-643,english,Doctoral Program in Materials Science and Engineering,,Sorin Fabien,Optical Materials: Fundamental concepts and recent developments,1,Oral,15hrs/semester,optional,['optical properties of materials'],['Materials Science and Engineering (edoc)'],http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1817988408&ww_x_anneeacad=2840683608&ww_i_section=2141714&ww_i_niveau=&ww_c_langue=en
